title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"Glen Allen, VA Supercharger",glenallensupercharger,6379,9950 Brook Rd,Glen Allen,VA,23059,"<p><strong>Charging</strong><br />20 Superchargers, available 24/7, up to 150kW</p>",,0,37.66976,-77.461414,"['supercharger', 'standard charger']",20.0,150.0,193.0,2013-10-24,Virginia,8535519.0,high
"South Hill, VA Supercharger",southhillsupercharger,6675,1791 North Mecklenburg Avenue,South Hill,VA,23970,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Kahill's Restaurant,0,36.748516,-78.103517,"['supercharger', 'standard charger']",6.0,150.0,268.0,2014-08-07,Virginia,8535519.0,low
Strasburg Supercharger,strasburgsupercharger,10591,119 Hite Lane,Strasburg,VA,22657,"<p><strong>Charging</strong><br/>6 superchargers, available 24/7, up to 150kW</p>",Strasburg Denny's,0,39.00496,-78.337848,['supercharger'],6.0,150.0,632.0,2015-09-02,Virginia,8535519.0,low
Norfolk Supercharger,norfolksupercharger,12007,5900 E Virginia Beach Blvd,Norfolk,VA,23502,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",JANAF Shopping Yard,0,36.860525,-76.207467,"['supercharger', 'standard charger']",6.0,150.0,611.0,2015-10-18,Virginia,8535519.0,low
Lexington Supercharger,lexingtonvasupercharger,13764,880 N Lee Hwy,Lexington,VA,24450,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Holiday Inn Express Lexington,0,37.796979,-79.419007,"['supercharger', 'standard charger']",6.0,150.0,752.0,2015-12-16,Virginia,8535519.0,low
Wytheville Supercharger,wythevillesupercharger,14007,165 Malin Drive,Wytheville,VA,24382,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Holiday Inn Express & Suites Wytheville,0,36.945693,-81.054651,"['supercharger', 'standard charger']",6.0,150.0,754.0,2015-12-30,Virginia,8535519.0,low
"Richmond, VA Supercharger",richmondvasupercharger,28629,4441 S Laburnum Ave,Richmond,VA,23231-0000,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 150kW</p>",,0,37.52979,-77.353906,"['supercharger', 'standard charger']",20.0,150.0,1334.0,2017-12-25,Virginia,8535519.0,high
"Woodbridge, VA",WoodbridgeVAsupercharger,29010,,Woodbridge,VA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.658252,-77.24976,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Arlington, VA Supercharger",arlingtonvasupercharger,34072,2800 Clarendon Boulevard,Arlington,VA,22201,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 72kW</p>",Market Common Clarendon,0,38.887369,-77.092363,"['supercharger', 'standard charger']",18.0,72.0,1724.0,2019-04-19,Virginia,8535519.0,high
"Haymarket, VA",haymarketvirginiasupercharger,34338,15315 Washington Street,Haymarket,VA,20169,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",,0,38.814873,-77.643702,"['supercharger', 'standard charger']",8.0,150.0,1735.0,2018-12-19,Virginia,8535519.0,medium
"Newport News, VA",newportnewsvasupercharger,34569,12300 Jefferson Avenue,Newport News,VA,23602,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 120kW</p>",Patrick Henry Mall,0,37.114465,-76.497198,"['supercharger', 'standard charger']",12.0,120.0,2070.0,2019-11-14,Virginia,8535519.0,medium
Chester Supercharger,chestervasupercharger,35078,11701 Jefferson Davis Highway,Chester,VA,23831,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,37.367264,-77.416961,"['supercharger', 'standard charger']",8.0,150.0,1259.0,2017-09-20,Virginia,8535519.0,medium
"Mt. Jackson, VA Supercharger",mtjacksonvasupercharger,38466,227 Conicville Rd,Mt. Jackson,VA,22842,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Sheetz,0,38.760227,-78.63121,"['supercharger', 'standard charger']",8.0,150.0,1337.0,2017-12-05,Virginia,8535519.0,medium
"Fredericksburg, VA Supercharger",fredericksburgvasupercharger,42156,10060 Jefferson Davis Highway,Fredericksburg,VA,22407,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Wawa,0,38.225925,-77.506129,"['supercharger', 'standard charger']",8.0,150.0,1341.0,2018-04-12,Virginia,8535519.0,medium
"Springfield, VA Supercharger",springfieldvasupercharger,43283,500 Springfield Mall,Springfield,VA,22150,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 150kW</p>",Springfield Town Center,0,38.774366,-77.177538,"['supercharger', 'standard charger']",18.0,150.0,1581.0,2018-06-21,Virginia,8535519.0,high
"Leesburg, VA Supercharger",leesburgvasupercharger,43611,"1602 Village Market Boulevard, Southeast",Leesburg,VA,20737,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 72kW</p>",Village at Leesburg,0,39.089761,-77.526638,"['supercharger', 'standard charger']",10.0,72.0,1869.0,2019-07-20,Virginia,8535519.0,medium
"Salem, VA Supercharger",salemvasupercharger,43681,1340 West Main St,Salem,VA,24153,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 120kW</p>",,0,37.289541,-80.079404,"['supercharger', 'standard charger']",10.0,120.0,1966.0,,Virginia,8535519.0,medium
"Staunton, VA Supercharger",stauntonvasupercharger,43704,1250 Richmond Avenue,Staunton,VA,24402,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",Sheetz,0,38.133369,-79.043478,"['supercharger', 'standard charger']",8.0,150.0,1815.0,2019-01-31,Virginia,8535519.0,medium
"Ashburn, VA Supercharger",ashburnsupercharger,52681,43300 Southern Walk Plaza,Ashburn,VA,20148,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Harris Teeter,0,39.009092,-77.502241,"['supercharger', 'standard charger']",8.0,250.0,2204.0,2020-02-20,Virginia,8535519.0,medium
"Chantilly, VA Supercharger",chantillysupercharger,52682,25451 Lizzio Center Drive,South Riding,VA,20152,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Royal Farms,0,38.913097,-77.486426,"['supercharger', 'standard charger']",8.0,250.0,2358.0,2020-07-15,Virginia,8535519.0,medium
"Falls Church, VA Supercharger",fallschurchsupercharger,52683,"7501 Leesburg Place
",Falls Church,VA,22043,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Idylwood Plaza,0,38.902531,-77.203257,"['supercharger', 'standard charger']",8.0,250.0,2388.0,2020-11-20,Virginia,8535519.0,medium
"Farmville, VA - S Main Street Supercharger",farmvillevasmainstreetsupercharger,52684,2016 S Main Street,Farmville,VA,23901,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Sheetz,0,37.271757,-78.401649,"['supercharger', 'standard charger']",8.0,250.0,2294.0,2020-06-25,Virginia,8535519.0,medium
"Reston, VA Supercharger",restonsupercharger,52686,1906 Reston Metro Plaza,Reston,VA,20190,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Reston Station,0,38.948668,-77.339832,"['supercharger', 'standard charger']",8.0,250.0,2318.0,2020-06-26,Virginia,8535519.0,medium
"Lynchburg, VA Supercharger",lynchburgvasupercharger,52932,14480 Wards Road,Lynchburg,VA,24501,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Sheetz,0,37.324963,-79.190054,"['supercharger', 'standard charger']",8.0,250.0,2050.0,2020-02-06,Virginia,8535519.0,medium
"Madison, VA Supercharger",madisonvasupercharger,52961,2902 South Seminole Trail,Madison,VA,22707,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Sheetz,0,38.346154,-78.286033,"['supercharger', 'standard charger']",8.0,250.0,2061.0,2020-02-07,Virginia,8535519.0,medium
"Arlington, VA Supercharger",arlingtonvasupercharger,53037,2800 Clarendon Boulevard,Arlington,VA,22201,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 72kW</p>",Market Common Clarendon,0,38.887481,-77.092956,"['supercharger', 'standard charger']",18.0,72.0,1724.0,2019-04-19,Virginia,8535519.0,high
"Vienna, VA Supercharger",viennavasupercharger,54123,465 Maple Avenue,Vienna,VA,22180,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,38.895145,-77.273766,"['supercharger', 'standard charger']",8.0,250.0,2063.0,2020-07-16,Virginia,8535519.0,medium
"Petersburg, VA - Wagner Road Supercharger",petersburgvawagnerrdsupercharger,55225,151 Wagner Road,Petersburg,VA,23805,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Sheetz,0,37.190626,-77.366349,"['supercharger', 'standard charger']",8.0,250.0,2440.0,2020-12-12,Virginia,8535519.0,medium
"Williamsburg, VA Supercharger",williamsburgvasupercharger,55383,"842 Merrimac Trail
",Williamsburg,VA,23185,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Wawa,0,37.266316,-76.676871,"['supercharger', 'standard charger']",8.0,250.0,2498.0,2020-12-18,Virginia,8535519.0,medium
"Bealeton, VA",BealetonVAsupercharger,55719,,Bealeton,VA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.583001,-77.767806,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Charlottesville, VA",CharlottesvilleVAsupercharger,55750,,Charlottesville,VA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.029552,-78.476627,"['supercharger', 'standard charger']",,,2645.0,,Virginia,8535519.0,
"Daleville, VA",DalevilleVAsupercharger,55778,,Daleville,VA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.409865,-79.912855,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Fairfax, VA",FairfaxVAsupercharger,55807,,Fairfax,VA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.84626,-77.306611,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Harrisonburg, VA",HarrisonburgVAsupercharger,55830,,Harrisonburg,VA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.449549,-78.869593,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"King George, VA",KingGeorgeVAsupercharger,55853,,King George,VA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.266385,-77.18053,"['supercharger', 'standard charger']",,,2323.0,,Virginia,8535519.0,
"Manassas, VA",ManassasVAsupercharger,55875,,Manassas,VA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.751011,-77.475173,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Norfolk, VA",NorfolkVAsupercharger,55923,,Norfolk,VA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.850867,-76.285624,"['supercharger', 'standard charger']",,,2549.0,,Virginia,8535519.0,
"Stafford, VA",StaffordVAsupercharger,56027,,Stafford,VA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.422048,-77.408192,"['supercharger', 'standard charger']",,,2646.0,,Virginia,8535519.0,
"Sterling, VA",SterlingVAsupercharger,56029,,Sterling,VA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,39.006657,-77.429125,"['supercharger', 'standard charger']",,,2763.0,,Virginia,8535519.0,
"Virginia Beach, VA",VirginiaBeachVAsupercharger,56065,,Virginia Beach,VA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.853298,-75.977646,"['supercharger', 'standard charger']",,,2407.0,,Virginia,8535519.0,
"Winchester, VA",WinchesterVAsupercharger,56079,,Winchester,VA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,39.185604,-78.16345,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
"Woodstock, VA",WoodstockVAsupercharger,56084,,Woodstock,VA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.881859,-78.505299,"['supercharger', 'standard charger']",,,,,Virginia,8535519.0,
Woodbridge Supercharger,woodbridgevirginiasupercharger,56103,2700 Potomac Mills Circle,Woodbridge,VA,22192,"<p><strong>Charging</strong><br />10 Superchargers, available 24/7, up to 150kW</p>",Potomac Mills,0,38.64082,-77.29633,"['supercharger', 'standard charger']",10.0,150.0,194.0,2014-05-02,Virginia,8535519.0,medium
"Tappahannock, VA Supercharger",tappahannockvasupercharger,56196,1804 Tappahannock,Tappahannock,VA,22560,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Sheetz,0,37.903873,-76.865803,"['supercharger', 'standard charger']",8.0,250.0,2611.0,2021-01-14,Virginia,8535519.0,medium
"Glenwood Springs, CO Supercharger",glenwoodspringssupercharger,6380,125 Wulfsohn Rd,Glenwood Springs,CO,81601,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Residence Inn Glenwood Springs,0,39.552676,-107.340171,"['supercharger', 'standard charger']",6.0,150.0,125.0,2013-09-17,Colorado,5758736.0,low
"Grand Junction, CO Supercharger",grandjunctionsupercharger,6384,2424 U.S-6,Grand Junction,CO,81505,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Mesa Mall,0,39.090758,-108.604325,"['supercharger', 'standard charger']",6.0,150.0,126.0,2014-01-10,Colorado,5758736.0,low
"Limon, CO Supercharger",limonsupercharger,6422,2221 6th St.,Limon,CO,80828,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Arby's,0,39.26937369,-103.7087172,"['supercharger', 'standard charger']",6.0,150.0,238.0,2014-06-21,Colorado,5758736.0,low
"Silverthorne, CO Supercharger",silverthornesupercharger,6508,309 Rainbow Dr,Silverthorne,CO,80498,"<p><strong>Charging</strong><br />8 Superchargers, available 24/7, up to 150kW</p>",Outlets At Silverthorne,0,39.631467,-106.070818,"['supercharger', 'standard charger']",8.0,150.0,128.0,2013-10-03,Colorado,5758736.0,medium
"Denver, CO Supercharger",denversupercharger,6881,4310 Airport Way,Denver,CO,80239,"<p><strong>Charging</strong><br />6 Superchargers, available 24/7, up to 150kW</p>",Hampton Inn & Suites Denver/Airport-Gateway Park,0,39.77512,-104.794648,"['supercharger', 'standard charger']",6.0,150.0,340.0,2014-11-08,Colorado,5758736.0,low
Trinidad Supercharger,trinidadsupercharger,10308,9960 Santa Fe Trail,Trinidad,CO,81082,"<p><strong>Charging</strong><br />6 superchargers, available 24/7, up to 150kW</p>",Trinidad Fuel Stop,0,37.134167,-104.519352,"['supercharger', 'standard charger']",6.0,150.0,561.0,2015-07-30,Colorado,5758736.0,low
Colorado Springs Supercharger,coloradospringssupercharger,14009,215 North Cascade Avenue,Colorado Springs,CO,80903,"<p><strong>Charging</strong><br />8 superchargers, available 24/7, up to 150kW</p>",Cascade Parking Garage,0,38.837573,-104.824889,"['supercharger', 'standard charger']",8.0,150.0,733.0,2015-12-29,Colorado,5758736.0,medium
Loveland Supercharger,lovelandsupercharger,23679,4705 Clydesdale Parkway,Loveland,CO,80538-9347,"<p><strong>Charging</strong><br/>10 superchargers, available 24/7, up to 150kW</p>","Embassy Suites by Hilton Loveland Hotel, Spa & Conference Center",0,40.441566,-104.991324,"['supercharger', 'standard charger']",10.0,150.0,961.0,2016-12-29,Colorado,5758736.0,medium
Brush Supercharger,brushsupercharger,23691,1156  CO-71,Brush,CO,80723-2902,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 150kW</p>",Tomahawk Brush Travel Stop,0,40.270918,-103.622026,"['supercharger', 'standard charger']",8.0,150.0,969.0,2016-12-31,Colorado,5758736.0,medium
"Lone Tree, CO - Park Meadows Center Drive",lonetreesupercharger,28540,8401 Park Meadows Center Drive,Lone Tree,CO,80124-5128,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 150kW</p>",Park Meadows,0,39.562731,-104.873454,"['supercharger', 'standard charger']",10.0,150.0,1330.0,2017-11-17,Colorado,5758736.0,medium
"Poncha Springs, CO Superchargers",ponchaspringssupercharger,28608,6250 US Highway 285,Poncha Springs,CO,81242-0000,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 150kW</p>",High Valley Center,0,38.511445,-106.076212,"['supercharger', 'standard charger']",8.0,150.0,1332.0,2018-02-03,Colorado,5758736.0,medium
"Aspen, CO Supercharger",aspencosupercharger,34073,38750 Highway 82,Aspen,CO,81611-2506,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 72kW</p>",Inn at Aspen,0,39.204837,-106.858507,"['supercharger', 'standard charger']",8.0,72.0,1672.0,2018-07-03,Colorado,5758736.0,medium
