title,location_id,nid,address,city,state_code,zip_code,chargers,common_name,open_soon,latitude,longitude,location_type,num_of_chargers,power,id,date_opened,state_name,population_2019,site_size
"Thousand Oaks, CA - West Hillcrest Drive Supercharger",thousandoakswesthillcrestsupercharger,45243,350 West Hillcrest Drive,Thousand Oaks,CA,91360,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 72kW</p>",The Oaks,0,34.184617,-118.890892,"['supercharger', 'standard charger']",20.0,72.0,1497.0,2018-08-05,California,39512223.0,high
"Compostela, NYR Supercharger",compostelasupercharger,46352,Kilómetro 38 + 690 lado derecho de la carretera Federal 200 Tepic,Nayarit,CA,63700,"<p><strong>Charging</strong><br/>4 Superchargers, available 24/7, up to 150kW</p>",Grupo Bazem,0,21.232622,-104.924993,"['supercharger', 'standard charger']",4.0,150.0,1707.0,2018-09-28,California,39512223.0,low
"San Jose, CA - Cherry Avenue Supercharger",sanjosecherryavesupercharger,47900,5160 Cherry Avenue,San Jose,CA,95118,"<p><strong>Charging</strong><br/>24 Superchargers, available 24/7, up to 72kW</p>",Almaden Ranch,0,37.25845,-121.871401,"['supercharger', 'standard charger']",24.0,72.0,1701.0,2018-12-22,California,39512223.0,high
"San Diego, CA - Camino Del Sur Supercharger",sdcaminodelsursupercharger,48281,17170 Camino Del Sur,San Diego,CA,92127,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>",Target,0,33.02002,-117.12639,"['supercharger', 'standard charger']",12.0,72.0,1487.0,2019-01-12,California,39512223.0,medium
"San Jose, CA - Santana Row Supercharger",santanarowsjsupercharger,48747,330 South Winchester,San Jose,CA,95128,"<p><strong>Charging</strong><br/>26 Superchargers, available 24/7, up to 72kW</p>",Santana Row - Winchester Garage,0,37.321909,-121.949106,"['supercharger', 'standard charger']",26.0,72.0,1758.0,2019-02-02,California,39512223.0,high
"San Jose, CA - Valet - Santana Row Supercharger",santanarowvaletsupercharger,48878,330 South Winchester Santana Row,San Jose,CA,95128,"<p><strong>Charging</strong><br/>10 Superchargers, available 11:00am – 10:00pm, up to 72kW</p>",,0,37.321981,-121.948644,"['supercharger', 'standard charger']",10.0,72.0,1864.0,2019-02-02,California,39512223.0,medium
"Pleasanton, CA Supercharger",pleasantonsqushoppingsupercharger,50084,6000 Johnson Drive,Pleasanton,CA,94588,"<p><strong>Charging</strong><br/>10 Superchargers, available 24/7, up to 72kW</p>",Pleasanton Square Shopping Center,0,37.700246,-121.908226,"['supercharger', 'standard charger']",10.0,72.0,1873.0,2019-05-01,California,39512223.0,medium
"Fairfield, CA - Holiday Lane Supercharger",fairfieldholidaylanesupercharger,50549,1350 Holiday Lane,Fairfield,CA,94534,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 150kW</p>",Courtyard by Marriott Fairfield Napa Valley Area,0,38.256618,-122.065062,"['supercharger', 'standard charger']",12.0,150.0,1914.0,2019-05-11,California,39512223.0,medium
"San Francisco, CA - Letterman Drive Supercharger",sflettermandrsupercharger,50551,1 Letterman Drive,94129,CA,San Francisco,"<p><strong>Charging</strong><br/>6 Superchargers, available 24/7, up to 72kW</p>",Letterman Digital Arts Center,0,37.798185,-122.448715,"['supercharger', 'standard charger']",6.0,72.0,1980.0,2019-05-23,California,39512223.0,low
"Yorktown Heights, NY Supercharger",yorktownheightssupercharger,51193,3379 Crompond Road,Yorktown Heights,CA,10589,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 150kW</p>",Staples Plaza,0,41.290501,-73.832487,"['supercharger', 'standard charger']",12.0,150.0,1826.0,2019-06-13,California,39512223.0,medium
"San Ramon, CA - Diablo Plaza Supercharger",sanramondiabloplazasupercharger,51219,2415-2505 San Ramon Valley Boulevard,San Ramon,CA,94583,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 72kW</p>",Diablo Plaza,0,37.77486,-121.97985,"['supercharger', 'standard charger']",20.0,72.0,1727.0,2019-04-05,California,39512223.0,high
"Newark, CA Supercharger",newarkcasupercharger,52021,3100 Newpark Mall,Newark,CA,94560,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",Lazy Dog Restaurant,0,37.525919,-122.006513,"['supercharger', 'standard charger']",16.0,72.0,1759.0,2019-09-19,California,39512223.0,high
"Milpitas, CA - Great Mall Supercharger",milpitasgreatmallsupercharger,52024,447 Great Mall Drive,Milpitas,CA,95035,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 72kW</p>",Great Mall,0,37.413524,-121.898362,"['supercharger', 'standard charger']",20.0,72.0,1889.0,2019-09-20,California,39512223.0,high
"Irvine, CA - Michelson Drive Supercharger",irvineparkplacesupercharger,52339,3021 Michelson Drive,Irvine,CA,92612-0626,"<p><strong>Charging</strong><br/>11 Superchargers, available 24/7, up to 72kW</p>",Park Place,0,33.673024,-117.844587,"['supercharger', 'standard charger']",11.0,72.0,2066.0,2019-10-20,California,39512223.0,medium
"Menifee, CA Supercharger",menifeecasupercharger,52343,30340 Haun Road,Menifee,CA,92584,"<p><strong>Charging</strong><br/>13 Superchargers, available 24/7, up to 150kW</p>",Target,0,33.679646,-117.174147,"['supercharger', 'standard charger']",13.0,150.0,2004.0,2019-09-30,California,39512223.0,medium
"Palo Alto, CA - Stanford Shopping Center Supercharger",stanfordshoppingsupercharger,52372,660 Stanford Shopping Center,Palo Alto,CA,94304,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 72kW</p>",Stanford Shopping Center,0,37.441734,-122.170202,"['supercharger', 'standard charger']",20.0,72.0,2028.0,2019-11-05,California,39512223.0,high
"Morgan Hill, CA Supercharger",morganhillsupercharger,52373,1061 Cochrane Road,Morgan Hill,CA,95037,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 72kW</p>",Target,0,37.156369,-121.653476,"['supercharger', 'standard charger']",14.0,72.0,2062.0,2019-10-24,California,39512223.0,medium
"Napa, CA - Factory Stores Drive Supercharger",napacafactorysupercharger,52433,629 Factory Stores Drive,Napa,CA,94558,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 120kW</p>",Napa Premium Outlet,0,38.297148,-122.302474,"['supercharger', 'standard charger']",12.0,120.0,2043.0,2019-11-16,California,39512223.0,medium
"Hawthorne, CA - El Segundo Boulevard Supercharger",hawthornelsegundosupercharger,52437,4427 West El Segundo Boulevard,Hawthorne,CA,90250,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 72kW</p>",Courtyard by Marriott,0,33.918134,-118.353235,"['supercharger', 'standard charger']",12.0,72.0,2172.0,2019-11-22,California,39512223.0,medium
"Menlo Park, CA Supercharger",melonparkcasupercharger,52438,325 Sharon Park Drive,Menlo Park,CA,94025,"<p><strong>Charging</strong><br/>18 Superchargers, available 24/7, up to 72kW</p>",Sharon Heights Shopping Center,0,37.423395,-122.198224,"['supercharger', 'standard charger']",18.0,72.0,1982.0,2019-11-21,California,39512223.0,high
"Webster, TX Supercharger",webstertxsupercharger,52455,21361 Gulf Freeway,Webster,CA,77598,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 120kW</p>",Rudy’s Country Store & BBQ,0,29.519144,-95.121974,"['supercharger', 'standard charger']",12.0,120.0,1939.0,2019-09-18,California,39512223.0,medium
"Firebaugh, CA Supercharger",firebaughsupercharger,52613,46272 West Panoche Road,Firebaugh,CA,93622,"<p><strong>Charging</strong><br/>56 Superchargers, available 24/7, up to 250kW</p>","Firebaugh, CA",0,36.639154,-120.625877,"['supercharger', 'standard charger']",56.0,250.0,2496.0,2020-11-13,California,39512223.0,high
"Modesto, CA - Sisk Road Supercharger",modestocasiskroadsupercharger,52614,3900 Sisk Road,Modesto,CA,95356,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target,0,37.694635,-121.064213,"['supercharger', 'standard charger']",12.0,250.0,2314.0,2020-07-13,California,39512223.0,medium
"Paso Robles, CA Supercharger",pasoroblessupercharger,52615,2421-2445 Golden Hill Road,Paso Robles,CA,93446,"<p><strong>Charging</strong><br/>28 Superchargers, available 24/7, up to 250kW</p>",Golden Hills Plaza,0,35.645545,-120.660144,"['supercharger', 'standard charger']",28.0,250.0,2237.0,2020-09-04,California,39512223.0,high
"Sacramento, CA - Freeport Boulevard Supercharger",southsacramentosupercharger,52618,4700 Freeport Blvd,Sacramento,CA,95822,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Raley's,0,38.533667,-121.496108,"['supercharger', 'standard charger']",8.0,250.0,2168.0,2020-09-30,California,39512223.0,medium
"San Bruno, CA",SanBrunoCAsupercharger,52619,,San Bruno,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.6175,-122.4044,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Traver, CA Supercharger",traversupercharger,52624,36005 CA-99,Traver,CA,93673,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Bravo Farms Cheese Factory,0,36.448917,-119.486685,"['supercharger', 'standard charger']",16.0,250.0,2427.0,2020-11-18,California,39512223.0,high
"Anaheim, CA - East Katella Avenue Supercharger",anaheimeastkatellasupercharger,52903,2404 East Katella Avenue,Anaheim,CA,92806,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",The Pique,0,33.805025,-117.88263,['supercharger'],16.0,250.0,2190.0,2019-12-24,California,39512223.0,high
"Scotts Valley, CA, Supercharger",scottsvalleysupercharger,52918,230 Mount Hermon Road,Scott's Valley,CA,95066,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",King's Village - Scotts Valley,0,37.047742,-122.028092,"['supercharger', 'standard charger']",16.0,250.0,2132.0,2020-01-30,California,39512223.0,high
"Roseville, CA - Galleria Boulevard Supercharger",rosevillegalleriasupercharger,53012,1120 Galleria Boulevard,Roseville,CA,95678,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 150kW</p>",,0,38.768299,-121.263596,"['supercharger', 'standard charger']",20.0,150.0,2173.0,2020-02-18,California,39512223.0,high
"Riverside, CA - Canyon Springs Parkway Supercharger",riversidecanyonspringssupercharger,53041,2755 Canyon Springs Parkway,Riverside,CA,92507,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target,0,33.938657,-117.282498,"['supercharger', 'standard charger']",12.0,250.0,2152.0,2020-02-25,California,39512223.0,medium
"Emeryville, CA - Powell Street Plaza Supercharger",emeryvillecapowellstreetplazasupercharger,53281,5795 Christie Avenue,Emeryville,CA,94608,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Powell Street Plaza,0,37.837493,-122.295505,"['supercharger', 'standard charger']",12.0,250.0,1399.0,2020-03-28,California,39512223.0,medium
"Novato, CA Supercharger",novatocasupercharger,53282,208 Vintage Way,Novato,CA,94945,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 150kW</p>",Vintage Oaks Shopping Center,0,38.089474,-122.551745,"['supercharger', 'standard charger']",20.0,150.0,2045.0,2020-03-28,California,39512223.0,high
"Goleta, CA Supercharger",goletacasupercharger,53582,7004 Marketplace Drive,Goleta,CA,93117,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Camino Real Marketplace,0,34.428831,-119.873382,['supercharger'],12.0,250.0,2232.0,2020-05-06,California,39512223.0,medium
"Manteca, CA - Spreckels Avenue Supercharger",mantecacaspreckelsavenuesupercharger,53583,280 Spreckels Avenue,Manteca,CA,95336,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target,0,37.796024,-121.19773,['supercharger'],12.0,250.0,2144.0,2020-05-09,California,39512223.0,medium
"Oakland, CA - Hegenberger Rd Supercharger",oaklandcahegenbergerrdsupercharger,53585,640 Hegenberger Road,Oakland,CA,94621,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Coliseum Center,0,37.746162,-122.195179,['supercharger'],16.0,250.0,2153.0,2020-06-18,California,39512223.0,high
"Richmond, CA - Pierce Street Supercharger",richmondcapiercestreetsupercharger,53619,3288 Pierce St,Richmond,CA,94804,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Pacific East Mall,0,37.898447,-122.308938,"['supercharger', 'standard charger']",16.0,250.0,2275.0,2020-05-30,California,39512223.0,high
"Pismo Beach, CA Supercharger",pismobeachcasupercharger,53779,333 5 Cities Drive,Pismo Beach,CA,93449,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Pismo Beach Premium Outlets,0,35.136647,-120.628705,"['supercharger', 'standard charger']",12.0,250.0,2327.0,2020-06-08,California,39512223.0,medium
"Buena Park, CA - Beach Boulevard Supercharger",buenaparkcabeachboulevarsdupercharger,53782,6940 Beach Boulevard,Buena Park,CA,90621,"<p><strong>Charging</strong><br/>24 Superchargers, available 24/7, up to 72kW</p>",The Source OC,0,33.860439,-117.995611,"['supercharger', 'standard charger']",24.0,72.0,2221.0,2020-06-17,California,39512223.0,high
"Beaumont, CA Supercharger",beaumontcasupercharger,53958,1540 E. 2nd Street,Beaumont,CA,92223,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 250kW</p>",San Gorgonio Village,0,33.9228,-116.9519,"['supercharger', 'standard charger']",20.0,250.0,2405.0,2020-07-02,California,39512223.0,high
"El Cerrito, CA Supercharger",elcerritocasupercharger,53971,280 El Cerrito Plaza,El Cerrito,CA,94530,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 72kW</p>",El Cerrito Plaza,0,37.898635,-122.300672,"['supercharger', 'standard charger']",14.0,72.0,2257.0,2020-07-03,California,39512223.0,medium
"Elk Grove, CA - Elk Grove Blvd Supercharger",elkgrovecaelkgroveblvdsupercharger,54152,8451 Elk Grove Boulevard,Elk Grove,CA,95758,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Laguna 99 Plaza,0,38.409356,-121.391,"['supercharger', 'standard charger']",16.0,250.0,2269.0,2020-07-21,California,39512223.0,high
"Los Altos, CA Supercharger",losaltoscasupercharger,54299,4800 El Camino Real,Los Altos,CA,94022,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",Whole Foods Los Altos,0,37.399071,-122.111216,"['supercharger', 'standard charger']",16.0,72.0,2273.0,2020-08-07,California,39512223.0,high
"Patterson, CA - Speno Dr Supercharger",pattersoncaspenodrsupercharger,54446,2959 Speno Drive,Patterson,CA,95363,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Best Western Plus Villa Del Lago,0,37.4665,-121.174442,['supercharger'],8.0,250.0,2469.0,2020-08-29,California,39512223.0,medium
"San Jose, CA - E Capitol Expressway Supercharger",sanjosecaecapitolexpresswaysupercharger,54447,1029 East Capitol Expressway,San Jose,CA,95121,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 250kW</p>",Gould Shopping Center,0,37.300233,-121.824873,['supercharger'],20.0,250.0,2234.0,2020-08-29,California,39512223.0,high
"Santa Clara, CA Supercharger",santaclaracasupercharger,54568,3945 Rivermark Plaza,Santa Clara,CA,95054,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",Rivermark Village,0,37.395486,-121.94524,['supercharger'],16.0,72.0,2406.0,2020-09-17,California,39512223.0,high
"Los Angeles, CA - Alameda Street Supercharger",losangelescaalamedastreetsupercharger,54570,787 S. Alameda Street,Los Angeles,CA,90021,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 72kW</p>",ROW DTLA,0,34.033065,-118.240294,['supercharger'],16.0,72.0,2281.0,2020-09-17,California,39512223.0,high
"San Clemente, CA - Avenida Vista Hermosa Supercharger",sanclementecaavenidavistahermosasupercharger,54620,990 Avenida Vista Hermosa,San Clemente,CA,92673,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target,0,33.46293,-117.60813,"['supercharger', 'standard charger']",12.0,250.0,2475.0,2020-10-01,California,39512223.0,medium
"Hawthorne, CA - West 120th Street Supercharger",hawthornecaweststreetsupercharger,54671,2700 West 120th Avenue,Hawthorne,CA,90250,"<p><strong>Charging</strong><br />16 superchargers, available 24/7, up to 250kW</p>",Target,0,33.922601,-118.322054,"['supercharger', 'standard charger']",16.0,250.0,2377.0,2020-10-05,California,39512223.0,high
"Lincoln, CA - Groveland Lane Supercharger",lincolncagrovelandlanesupercharger,54731,950 Groveland Lane,Lincoln,CA,95648,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 250kW</p>",Target,0,38.869525,-121.303081,"['supercharger', 'standard charger']",8.0,250.0,2143.0,2020-10-15,California,39512223.0,medium
"San Jose, CA - Holger Way Supercharger",sanjosecaholgerwaysupercharger,54943,"95 Holger Way
",San Jose,CA,95134,"<p><strong>Charging</strong><br/>14 superchargers, available 24/7, up to 72kW</p>",Target,0,37.417306,-121.956825,"['supercharger', 'standard charger']",14.0,72.0,2186.0,2020-11-07,California,39512223.0,medium
"Rowland Heights, CA Supercharger",rowlandheightscasupercharger,54945,,Rowland Heights,CA,91748,"<p><strong>Charging</strong><br/>8 superchargers, available 24/7, up to 72kW</p>",Puente Hills Mall,0,33.991758,-117.927985,"['supercharger', 'standard charger']",8.0,72.0,2567.0,2020-11-07,California,39512223.0,medium
"Cupertino, CA - Stevens Creek Boulevard Supercharger",cupertinocastevenscreekblvdsupercharger,55000,20745 Stevens Creek Boulevard,Cupertino,CA,95014,"<p><strong>Charging</strong><br/>28 Superchargers, available 24/7, up to 250kW</p>",Target,0,37.324798,-122.036974,"['supercharger', 'standard charger']",28.0,250.0,2474.0,2020-11-17,California,39512223.0,high
"Fremont, CA - Pacific Commons Boulevard Supercharger",fremontcapacificcommonsblvdsupercharger,55041,43950 Pacific Commons Boulevard,Fremont,CA,94538,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target - Pacific Commons,0,37.502176,-121.967456,"['supercharger', 'standard charger']",12.0,250.0,2470.0,2020-11-18,California,39512223.0,medium
"San Diego, CA - Balboa Ave Supercharger",sandiegocabalboaavesupercharger,55042,5617 Balboa Avenue,San Diego,CA,92111,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Balboa Mesa,0,32.819686,-117.179721,"['supercharger', 'standard charger']",16.0,250.0,2476.0,2020-11-18,California,39512223.0,high
"Woodland, CA Supercharger",woodlandcasupercharger,55050,2185 Bronze Star Drive,Woodland,CA,95776,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Target,0,38.671345,-121.723886,"['supercharger', 'standard charger']",8.0,250.0,,,California,39512223.0,medium
"Santa Ana, CA - East 5th Street Supercharger",santaanacaeast5thstsupercharger,55052,"300 East 5th Street
",Santa Ana,CA,92701,"<p><strong>Charging</strong><br/>20 Superchargers, available 24/7, up to 72kW</p>",5th & Spurgeon Parking Garage,0,33.748783,-117.865797,"['supercharger', 'standard charger']",20.0,72.0,2362.0,2020-11-20,California,39512223.0,high
"Gilroy, CA - Camino Arroyo Supercharger",gilroycacaminoarroyosupercharger,55145,6705 Camino Arroyo,Gilroy,CA,Gilroy,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Target,0,37.001203,-121.554056,"['supercharger', 'standard charger']",12.0,250.0,2069.0,2020-11-26,California,39512223.0,medium
"Irvine, CA - Walnut Ave Supercharger",irvinecawalnutavesupercharger,55179,5406 Walnut Avenue,Irvine,CA,92604,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Orange Tree Square Shopping Center,0,33.689788,-117.769036,"['supercharger', 'standard charger']",8.0,250.0,2383.0,2020-12-04,California,39512223.0,medium
"Greenbrae, CA Supercharger",greenbraecasupercharger,55359,"50 Bon Air Center
",Greenbrae,CA,94904,"<p><strong>Charging</strong><br/>14 Superchargers, available 24/7, up to 72kW</p>",Bon Air Center,0,37.944971,-122.523121,"['supercharger', 'standard charger']",14.0,72.0,2283.0,2020-12-16,California,39512223.0,medium
"Greenfield, CA Supercharger",greenfieldcasupercharger,55360,560 Walnut Avenue,Greenfield,CA,933927,"<p><strong>Charging</strong><br/>12 Superchargers, available 24/7, up to 250kW</p>",Santa Lucia Square,0,36.329342,-121.24552,"['supercharger', 'standard charger']",12.0,250.0,2419.0,2020-12-15,California,39512223.0,medium
"Malibu, CA Supercharger",malibucasupercharger,55361,3862 Cross Creek Road,Malibu,CA,90265,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>",Malibu Village,0,34.03588,-118.683845,"['supercharger', 'standard charger']",8.0,250.0,2529.0,2020-12-17,California,39512223.0,medium
"Irvine, CA - Main Street Supercharger",irvinecamainstreetsupercharger,55409,"1920 Main Street
",Irvine,CA,92614,"<p><strong>Charging</strong><br/>24 Superchargers, available 24/7, up to 72kW</p>",Main St - Level P1,0,33.68459,-117.851932,"['supercharger', 'standard charger']",24.0,72.0,2065.0,2020-12-26,California,39512223.0,high
"Hagerstown, MD - Venture Drive Supercharger",hagerstownmdventuredrivesupercharger,55410,"17803 Venture Drive
",Hagerstown,CA,21740,"<p><strong>Charging</strong><br/>8 Superchargers, available 24/7, up to 250kW</p>","Hagerstown, MD - Venture Dr",0,39.6088,-77.75032,"['supercharger', 'standard charger']",8.0,250.0,2467.0,2020-12-30,California,39512223.0,medium
"Adelanto, CA",AdelantoCAsupercharger,55701,,Adelanto,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.582852,-117.409546,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Alturas, CA",AlturasCAsupercharger,55705,,Alturas,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,41.487346,-120.542502,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Arroyo Grande, CA",ArroyoGrandeCAsupercharger,55709,,Arroyo Grande,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,35.11907,-120.590441,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Arvin, CA",ArvinCAsupercharger,55710,,Arvin,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,35.201801,-118.833148,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Auburn, CA",AuburnCAsupercharger,55713,,Auburn,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.89701,-121.076876,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Bell, CA",BellCAsupercharger,55721,,Bell,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.978024,-118.186951,"['supercharger', 'standard charger']",,,2641.0,,California,39512223.0,
"Beverly Hills, CA",BeverlyHillsCAsupercharger,55726,,Beverly Hills,CA,,<p><strong>Target opening in 2022</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.073759,-118.40061,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Brea, CA",BreaCA1supercharger,55730,,Brea,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.9165,-117.9,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Brentwood, CA",BrentwoodCAsupercharger,55731,,Brentwood,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.931987,-121.695967,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Carlsbad, CA",CarlsbadCAsupercharger,55746,,Carlsbad,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.158227,-117.350995,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Central Los Angeles, CA",CentralLosAngelesCAsupercharger,55747,,Central Los Angeles,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.979149,-118.392416,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Chino Hills, CA",ChinoHillsCAsupercharger,55757,,Chino Hills,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.989778,-117.732607,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Clovis, CA",ClovisCAsupercharger,55760,,Clovis,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.825266,-119.702708,"['supercharger', 'standard charger']",,,2644.0,,California,39512223.0,
"Coalinga, CA",CoalingaCAsupercharger,55761,,Coalinga,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,36.29657,-120.2673119,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Commerce, CA",CommerceCAsupercharger,55766,,Commerce,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,34.000766,-118.159729,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Copperopolis, CA",CopperopolisCAsupercharger,55768,,Copperopolis,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.98095,-120.641521,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Costa Mesa, CA",CostaMesaCAsupercharger,55771,,Costa Mesa,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.687478,-117.89885,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Davis, CA Supercharger",DavisCAsupercharger,55781,2107-2151 Cowell Blvd,Davis,CA,95618,"<p><strong>Charging</strong><br/>16 Superchargers, available 24/7, up to 250kW</p>",Oakshade Town Center,0,38.542542,-121.725807,"['supercharger', 'standard charger']",16.0,250.0,2584.0,2021-01-20,California,39512223.0,high
"Dixon, CA",DixonCAsupercharger,55786,,Dixon,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,38.445567,-121.823,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Dublin, CA",DublinCAsupercharger,55791,,Dublin,CA,,<p><strong>Target opening in Q1 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,37.716183,-121.910228,"['supercharger', 'standard charger']",,,1729.0,,California,39512223.0,
"East Irvine, CA",EastIrvineCAsupercharger,55796,,East Irvine,CA,,<p><strong>Target opening in Q2 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.667995,-117.753672,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"Eastvale, CA",EastvaleCAsupercharger,55798,,Eastvale,CA,,<p><strong>Target opening in Q3 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,33.952389,-117.58445,"['supercharger', 'standard charger']",,,,,California,39512223.0,
"El Centro, CA",ElCentroCAsupercharger,55801,,El Centro,CA,,<p><strong>Target opening in Q4 2021</strong></p><p>Timing and location subject to change<br/>New locations added and timing updated quarterly</p>,,1,32.792052,-115.562596,"['supercharger', 'standard charger']",,,,,California,39512223.0,
